id_transaccion,fecha,id_cliente,tipo_producto,monto,moneda,tasa_interes,plazo_dias,canal,estado,sucursal,monto_COP,nombre,tipo_documento,numero_documento,segmento,ciudad,fecha_alta,contacto,productos,activo,estado_cliente
500003,2024-09-04,1027,CDT,5961774.0,Sin categoría,0,0,Oficina,Pendiente,Barranquilla,5961774.0,Isabella Diaz,C.C.,1044350751,Personal,Barranquilla,2019-12-24,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '+57 313 648 7687'}","['CDT', 'Cuenta Ahorros', 'Credito']",1,Isabella Diaz
500382,2024-01-08,1021,Cuenta de Ahorros,4941023.0,Sin categoría,0,0,Web,Pendiente,Cali,4941023.0,Daniela Suarez,Sin tipo documento,,Premium,Pereira,2023-03-19,"{'email': 'daniela.suarez@empresa.com.co', 'telefono': ''}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",True,Daniela Suarez
500350,2024-03-12,1036,Cuenta Corriente,-8278349.0,COP,0,0,App,Pendiente,Bogotá,-8278349.0,Felipe  Cardenas,NIT,382543348,Premium,Cali,2022-12-12,"{'email': 'felipe.cardenas@hotmail.com', 'telefono': '(606) 290 6603'}","['CDT', 'Credito', 'Cuenta Ahorros']",True,Felipe  Cardenas
500165,2024-09-18,1012,Cuenta de Ahorros,7496907.0,COP,0,0,Web,Aprobada,Bogotá,7496907.0,Sofia Ramirez ,NIT,835079380,Premium,Cúcuta,2022-09-05,"{'email': 'sofia.ramirez@empresa.com.co', 'telefono': '+57 324 493 2334'}","['Cuenta Corriente', 'CDT']",True,Sofia Ramirez 
500186,2024-06-27,1021,Cuenta de Ahorros,968633.0,Sin categoría,0,0,Oficina,Pendiente,Barranquilla,968633.0,Daniela Suarez,Sin tipo documento,,Premium,Pereira,2023-03-19,"{'email': 'daniela.suarez@empresa.com.co', 'telefono': ''}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",True,Daniela Suarez
500324,2024-10-04,1025,CDT,78281592.0,COP,11.30,180,App,En proceso,Bogotá,78281592.0,Felipe  Cardenas,NIT,620931459,Premium,Bogotá,,,['Cuenta Ahorros'],False,Felipe  Cardenas
500340,2023-12-27,1017,Cuenta de Ahorros,21042800.0,COP,0,0,Oficina,Pendiente,Barranquilla,21042800.0,  carlos gomez ,NIT,372704373,Sin segmento,Bogotá,2021-09-24,"{'email': 'carlos.gomez@empresa.com.co', 'telefono': '+57 316 864 1959'}",,False,  carlos gomez 
500288,2024-02-11,9999,CDT,23691963.0,COP,10.09,90,Oficina,Pendiente,Barranquilla,23691963.0,,,,,,,,,,Sin identificar
500072,2024-12-18,1014,Cuenta Corriente,2580610.0,COP,0,-,Oficina,Pendiente,Cartagena,2580610.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500123,2024-11-20,7777,Cuenta de Ahorros,197369525.0,COP,0,0,App,Rechazada,Barranquilla,197369525.0,,,,,,,,,,Sin identificar
500079,2024-10-20,1033,Cuenta Corriente,10046568.0,COP,0,-,Oficina,Rechazada,Bogotá,10046568.0,Ana Maria Rojas,C.C.,726938389,Premium,Bucaramanga,2021-08-06,{'telefono': '3107225042'},"['Cuenta Corriente', 'Credito', 'Cuenta Ahorros']",True,Ana Maria Rojas
500300,2024-09-06,1008,Cuenta de Ahorros,1399668.0,COP,0,-,Web,Aprobada,Medellín,1399668.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500375,2024-07-28,1027,Cuenta de Ahorros,2839929.0,COP,0,0,Oficina,Rechazada,Bogotá,2839929.0,Isabella Diaz,C.C.,1044350751,Personal,Barranquilla,2019-12-24,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '+57 313 648 7687'}","['CDT', 'Cuenta Ahorros', 'Credito']",1,Isabella Diaz
500225,2024-04-11,1010,Crédito,41579389.0,COP,"10,6",180,Oficina,Pendiente,Medellín,41579389.0,Gabriela Nino,C.C.,370668724,Personal,Medellín,2023-12-02,{'telefono': '+57 328 989 5588'},"['Cuenta Ahorros', 'Cuenta Corriente', 'CDT']",True,Gabriela Nino
500037,2024-04-12,1029,Cuenta de Ahorros,284174525.0,COP,0,0,Oficina,Rechazada,Bogotá,284174525.0,Camila Ortiz,NIT,992161337,Premium,Cali,2021-03-22,"{'email': 'camila.ortiz@gmail.com', 'telefono': '3197030144'}",['Credito'],True,Camila Ortiz
500266,2024-11-08,1043,Cuenta de Ahorros,8045763.0,COP,0,-,Oficina,Pendiente,Cali,8045763.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500070,2024-07-16,1036,Cuenta Corriente,2371504.0,Sin categoría,0,0,Cajero,En proceso,Cali,2371504.0,Felipe  Cardenas,NIT,382543348,Premium,Cali,2022-12-12,"{'email': 'felipe.cardenas@hotmail.com', 'telefono': '(606) 290 6603'}","['CDT', 'Credito', 'Cuenta Ahorros']",True,Felipe  Cardenas
500023,2024-01-24,1013,Cuenta Corriente,2610610.0,COP,0,0,Oficina,Pendiente,Bogotá,2610610.0,Camila Ortiz,C.C.,107445646,Premium,Pereira,2019-10-04,{'telefono': ''},"['CDT', 'Cuenta Corriente', 'Credito']",False,Camila Ortiz
500259,2024-09-19,1038,Cuenta de Ahorros,6867713.0,COP,0,0,Oficina,Rechazada,Barranquilla,6867713.0,diego torres,NIT,1054729284,Premium,Cali,2019-08-24,"{'email': 'diego.torres@empresa.com.co', 'telefono': '+57 318 369 7021'}","['Credito', 'Cuenta Ahorros']",True,diego torres
500005,2024-04-09,1009,Cuenta de Ahorros,8349971.0,COP,0,0,App,Rechazada,Barranquilla,8349971.0,Gabriela Nino,Sin tipo documento,,Personal,Barranquilla,2021-08-18,"{'email': 'gabriela.nino@outlook.com', 'telefono': ''}","['Cuenta Ahorros', 'CDT', 'Cuenta Corriente']",False,Gabriela Nino
500074,2024-12-05,1032,Cuenta Corriente,910711490.0,COP,0,-,App,En proceso,Medellín,910711490.0,Sofia Ramirez ,C.C.,134869286,Personal,Bogotá,2023-06-01,,,True,Sofia Ramirez 
500043,2024-07-14,1031,CDT,692623.0,USD,"12,0",180,App,Aprobada,Bogotá,2770492000.0,Laura   Gonzalez,C.C.,678341010,Personal,Cali,2019-06-16,{'telefono': '+57 313 950 7237'},['CDT'],0,Laura   Gonzalez
500341,2024-07-06,1049,Cuenta de Ahorros,11097696.0,COP,0,0,Oficina,Pendiente,Cartagena,11097696.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500097,2024-01-10,1009,CDT,57507492.0,COP,10.0 ,180,App,En proceso,Bogotá,57507492.0,Gabriela Nino,Sin tipo documento,,Personal,Barranquilla,2021-08-18,"{'email': 'gabriela.nino@outlook.com', 'telefono': ''}","['Cuenta Ahorros', 'CDT', 'Cuenta Corriente']",False,Gabriela Nino
500370,2024-11-18,1050,CDT,614932950.0,COP,9.5 ,365 ,Oficina,Aprobada,Medellín,614932950.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500327,2024-09-27,1014,Cuenta Corriente,1338729790.0,Sin categoría,0,-,Oficina,Pendiente,Bogotá,1338729790.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500029,2024-09-20,1036,Crédito,101135416.0,COP,8.53,0,Web,Aprobada,Sin sucursal,101135416.0,Felipe  Cardenas,NIT,382543348,Premium,Cali,2022-12-12,"{'email': 'felipe.cardenas@hotmail.com', 'telefono': '(606) 290 6603'}","['CDT', 'Credito', 'Cuenta Ahorros']",True,Felipe  Cardenas
500006,2024-10-02,1002,CDT,20337041.0,Sin categoría,0,0,App,Pendiente,Cali,20337041.0,Daniela Suarez,C.C.,670318744,Personal,Bogotá,2021-02-02,{'telefono': '+57 328 679 1978'},"['Cuenta Ahorros', 'CDT']",True,Daniela Suarez
500008,2024-10-25,1019,Crédito,2470321.0,USD,"0,089",180,Oficina,Aprobada,Medellín,9881284000.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500233,2024-06-19,1003,CDT,930701590.0,COP,"0,107",360,Cajero,Aprobada,Bucaramanga,930701590.0,Ana Maria Rojas,C.C.,533496827,Personal,Barranquilla,2020-07-01,"{'email': 'ana.maria.rojas@empresa.com.co', 'telefono': '3290597940'}","['Cuenta Ahorros', 'Cuenta Corriente']",True,Ana Maria Rojas
500312,2024-12-06,1001,Cuenta de Ahorros,857572.0,Sin categoría,0,0,App,Pendiente,Cali,857572.0,María José Álvarez,C.C.,183324205,Premium,Cali,2023-10-22,"{'email': 'maria.jose.alvarez@hotmail.com', 'telefono': '3255808277'}","['Credito', 'CDT', 'Cuenta Ahorros']",False,María José Álvarez
500400,2024-01-25,1043,Cuenta Corriente,6846799.0,COP,0,-,Cajero,Aprobada,Bogotá,6846799.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500107,2025-10-05,1009,CDT,57230282.0,COP,"0,100",180,Web,Pendiente,Bogotá,57230282.0,Gabriela Nino,Sin tipo documento,,Personal,Barranquilla,2021-08-18,"{'email': 'gabriela.nino@outlook.com', 'telefono': ''}","['Cuenta Ahorros', 'CDT', 'Cuenta Corriente']",False,Gabriela Nino
500227,2024-07-22,1004,Crédito,4481061550.0,COP,10.06,90,Cajero,Pendiente,Barranquilla,4481061550.0,Isabella Diaz,C.C.,342601915,Premium,Medellín,2022-01-07,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '3138849654'}",['Cuenta Ahorros'],True,Isabella Diaz
500091,2023-05-02,1012,Cuenta de Ahorros,2123160.0,USD,0,0,App,Pendiente,Barranquilla,8492640000.0,Sofia Ramirez ,NIT,835079380,Premium,Cúcuta,2022-09-05,"{'email': 'sofia.ramirez@empresa.com.co', 'telefono': '+57 324 493 2334'}","['Cuenta Corriente', 'CDT']",True,Sofia Ramirez 
500151,2024-04-03,1030,Cuenta de Ahorros,12184926.0,COP,0,-,Oficina,Aprobada,Barranquilla,12184926.0,Sofia Ramirez ,NIT,530802345,Premium,Bogotá,2022-12-11,"{'email': 'sofia.ramirez@outlook.com', 'telefono': '3238952955'}",['Credito'],False,Sofia Ramirez 
500273,2024-08-14,1050,Crédito,0.0,COP,0,365 ,Cajero,Aprobada,Barranquilla,0.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500099,2024-10-24,1048,Cuenta de Ahorros,9472433.0,COP,0,0,Web,En proceso,Bogotá,9472433.0,TecnoSoluciones SAS,NIT,835108164-6,Empresarial,Bogotá,2019-08-28,"{'email': 'tecnosoluciones.sas@gmail.com', 'telefono': '+57 325 520 4815'}","['CDT', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500362,2024-06-14,1028,Cuenta de Ahorros,10386022.0,COP,0,-,Web,Rechazada,Bogotá,10386022.0,Juan  Perez,NIT,631851520,Premium,Pereira,2019-03-27,"{'email': 'juan.perez@outlook.com', 'telefono': '3106763370'}",['Credito'],True,Juan  Perez
500163,2024-12-21,7777,Cuenta de Ahorros,11237443.0,COP,0,0,Web,Aprobada,Bogotá,11237443.0,,,,,,,,,,Sin identificar
500252,2024-02-16,1012,Cuenta de Ahorros,14103454.0,COP,0,-,Web,Rechazada,Sin sucursal,14103454.0,Sofia Ramirez ,NIT,835079380,Premium,Cúcuta,2022-09-05,"{'email': 'sofia.ramirez@empresa.com.co', 'telefono': '+57 324 493 2334'}","['Cuenta Corriente', 'CDT']",True,Sofia Ramirez 
500349,2025-08-21,1016,Crédito,8070241.0,COP,"0,103",365 ,Web,Aprobada,Cali,8070241.0,Nicolas  Romero,C.C.,907703101,Premium,Bogotá,2021-07-22,,"['Credito', 'Cuenta Ahorros', 'CDT']",False,Nicolas  Romero
500369,2024-06-26,1019,CDT,7136176.0,COP,"9,1",360,Web,Pendiente,Barranquilla,7136176.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500164,2025-09-01,1049,CDT,47889353.0,COP,"0,093",90,Cajero,Rechazada,Bogotá,47889353.0,TecnoSoluciones SAS,NIT,804895887-9,Empresarial,Cali,2019-06-25,,['CDT'],True,TecnoSoluciones SAS
500086,2024-02-09,1002,CDT,3980520.0,COP,"11,4",0,Web,Pendiente,Barranquilla,3980520.0,Daniela Suarez,C.C.,670318744,Personal,Bogotá,2021-02-02,{'telefono': '+57 328 679 1978'},"['Cuenta Ahorros', 'CDT']",True,Daniela Suarez
500418,2024-12-10,1027,Cuenta Corriente,-1070297.0,COP,0,0,Oficina,Pendiente,Bogotá,-1070297.0,Isabella Diaz,C.C.,1044350751,Personal,Barranquilla,2019-12-24,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '+57 313 648 7687'}","['CDT', 'Cuenta Ahorros', 'Credito']",1,Isabella Diaz
500294,2024-02-27,1005,Cuenta de Ahorros,2461526.0,USD,0,0,App,Pendiente,Cali,9846104000.0,Jorge  Mendoza,NIT,151504661,Premium,Barranquilla,2022-08-09,{'telefono': '3187164926'},"['Credito', 'Cuenta Ahorros']",False,Jorge  Mendoza
500133,2024-06-02,1005,CDT,41062892.0,COP,0,90,Web,En proceso,Bucaramanga,41062892.0,Jorge  Mendoza,NIT,151504661,Premium,Barranquilla,2022-08-09,{'telefono': '3187164926'},"['Credito', 'Cuenta Ahorros']",False,Jorge  Mendoza
500307,2024-04-11,1015,Crédito,76353564.0,Sin categoría,"11,2",180,Oficina,Aprobada,Sin sucursal,76353564.0,Daniela Suarez,C.C.,81551884,Personal,Bogotá,2019-07-23,,['Cuenta Ahorros'],False,Daniela Suarez
500180,2025-10-15,1048,Cuenta Corriente,5130138.0,Sin categoría,0,-,Web,Aprobada,Barranquilla,5130138.0,TecnoSoluciones SAS,NIT,835108164-6,Empresarial,Bogotá,2019-08-28,"{'email': 'tecnosoluciones.sas@gmail.com', 'telefono': '+57 325 520 4815'}","['CDT', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500250,2024-11-20,1034,Cuenta de Ahorros,0.0,COP,0,0,Cajero,Rechazada,Medellín,0.0,María José Álvarez,C.C.,446377174,Sin segmento,Barranquilla,2023-05-10,"{'email': 'maria.jose.alvarez@gmail.com', 'telefono': '+57 318 531 9380'}",['Cuenta Corriente'],True,María José Álvarez
500087,2024-09-08,1043,Cuenta de Ahorros,959291.0,USD,0,0,App,Rechazada,Bogotá,3837164000.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500027,2024-09-14,1023,CDT,61991584.0,COP,11.61,0,Web,Rechazada,Medellín,61991584.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500353,2025-04-01,9999,CDT,18154068.0,Sin categoría,9.5 ,0,Cajero,Pendiente,Cali,18154068.0,,,,,,,,,,Sin identificar
500075,2024-03-23,1017,Cuenta Corriente,2063575.0,USD,0,0,Oficina,Aprobada,Bogotá,8254300000.0,  carlos gomez ,NIT,372704373,Sin segmento,Bogotá,2021-09-24,"{'email': 'carlos.gomez@empresa.com.co', 'telefono': '+57 316 864 1959'}",,False,  carlos gomez 
500275,2024-07-11,1023,Crédito,8243151550.0,COP,"13,9",365 ,Cajero,Aprobada,Medellín,8243151550.0,Gabriela Nino,NIT,200660305,Personal,Cúcuta,2023-11-11,"{'email': 'gabriela.nino@outlook.com', 'telefono': '(603) 515 1432'}","['CDT', 'Credito', 'Cuenta Corriente']",False,Gabriela Nino
500287,2024-04-08,1045,CDT,28899191.0,COP,11.8 ,360,Cajero,Pendiente,Cartagena,28899191.0,TecnoSoluciones SAS,NIT,895649166-7,Empresarial,Cali,2019-01-23,"{'email': 'tecnosoluciones.sas@hotmail.com', 'telefono': ''}","['Credito', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500069,2024-10-19,1037,CDT,2344685.0,USD,"0,107",0,Cajero,Aprobada,Bogotá,9378740000.0,Gabriela Nino,C.C.,907258312,Personal,Cúcuta,2019-12-02,{'telefono': '+57 324 789 8621'},,True,Gabriela Nino
500059,2024-06-06,1007,Crédito,12260527.0,COP,"10,3",180,App,En proceso,Cali,12260527.0,SANTIAGO VARGAS,NIT,521686778,Premium,Manizales,2021-07-11,"{'email': 'santiago.vargas@hotmail.com', 'telefono': ''}",,False,SANTIAGO VARGAS
500178,2024-02-27,1020,Cuenta de Ahorros,2891013.0,COP,0,0,Oficina,En proceso,Bogotá,2891013.0,Ana Maria Rojas,NIT,876641426,Premium,Pereira,2021-12-14,"{'email': 'ana.maria.rojas@empresa.com.co', 'telefono': '3107217439'}",['CDT'],0,Ana Maria Rojas
500148,2024-01-03,1033,Cuenta de Ahorros,0.0,COP,0,0,App,Pendiente,Bogotá,0.0,Ana Maria Rojas,C.C.,726938389,Premium,Bucaramanga,2021-08-06,{'telefono': '3107225042'},"['Cuenta Corriente', 'Credito', 'Cuenta Ahorros']",True,Ana Maria Rojas
500332,2024-12-27,1043,CDT,4347027390.0,COP,9.91,360,Cajero,Rechazada,Cali,4347027390.0,Logistica Express SA,NIT,864182544-0,Empresarial,Medellín,2019-12-28,"{'email': 'logistica.express.sa@empresa.com.co', 'telefono': '+57 312 842 4100'}","['Cuenta Ahorros', 'Credito', 'Cuenta Corriente']",1,Logistica Express SA
500238,2024-07-21,1014,Cuenta de Ahorros,301743150.0,COP,0,0,Cajero,Pendiente,Bogotá,301743150.0,SANTIAGO VARGAS,NIT,291311700,Personal,Cali,2019-11-01,,"['Credito', 'CDT', 'Cuenta Ahorros']",True,SANTIAGO VARGAS
500137,2024-12-15,1019,CDT,78565684.0,Sin categoría,0,365 ,App,En proceso,Barranquilla,78565684.0,Jorge  Mendoza,NIT,572265678,Personal,Bogotá,2021-12-03,"{'email': 'jorge.mendoza@outlook.com', 'telefono': '3155751377'}","['Cuenta Corriente', 'Cuenta Ahorros']",False,Jorge  Mendoza
500206,2024-11-01,1006,Cuenta de Ahorros,110208.0,USD,0,0,Oficina,Pendiente,Cali,440832000.0,SANTIAGO VARGAS,C.C.,147468722,Personal,Bogotá,2022-07-10,"{'email': 'santiago.vargas@outlook.com', 'telefono': '(607) 732 7764'}","['CDT', 'Cuenta Corriente', 'Cuenta Ahorros']",False,SANTIAGO VARGAS
500299,2024-11-24,1008,CDT,2443801.0,COP,"11,0",0,Oficina,Aprobada,Medellín,2443801.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500118,2024-11-21,1044,Crédito,67550.0,USD,"0,082",360,Cajero,Aprobada,Barranquilla,270200000.0,Alimentos La Cosecha,NIT,806768972-4,Empresarial,Cali,2019-11-26,,"['Cuenta Corriente', 'CDT', 'Credito']",True,Alimentos La Cosecha
500136,2024-10-03,1048,Cuenta de Ahorros,13576111.0,COP,0,-,Oficina,Rechazada,Cali,13576111.0,TecnoSoluciones SAS,NIT,835108164-6,Empresarial,Bogotá,2019-08-28,"{'email': 'tecnosoluciones.sas@gmail.com', 'telefono': '+57 325 520 4815'}","['CDT', 'Cuenta Ahorros']",False,TecnoSoluciones SAS
500219,2024-03-04,1004,Crédito,70182528.0,COP,13.3 ,180,Web,Pendiente,Medellín,70182528.0,Isabella Diaz,C.C.,342601915,Premium,Medellín,2022-01-07,"{'email': 'isabella.diaz@empresa.com.co', 'telefono': '3138849654'}",['Cuenta Ahorros'],True,Isabella Diaz
500182,2024-08-21,1050,Cuenta de Ahorros,6709024.0,COP,0,0,Cajero,Pendiente,Medellín,6709024.0,Inversiones El Roble SAS,NIT,843374700-0,Sin segmento,Bogotá,2023-06-08,"{'email': 'inversiones.el.roble.sas@hotmail.com', 'telefono': '(608) 725 7455'}",,0,Inversiones El Roble SAS
500141,2024-04-15,1046,Cuenta de Ahorros,898210790.0,COP,0,0,Oficina,Aprobada,Cartagena,898210790.0,  Agroexportadora Valle ,NIT,895639767-7,PYME,Cartagena,2020-01-12,{'telefono': '3100851835'},"['CDT', 'Credito', 'Cuenta Corriente']",True,  Agroexportadora Valle 
500270,2024-10-12,1008,CDT,21914655.0,COP,"10,0",365 ,App,Aprobada,Medellín,21914655.0,LUCIA FERNANDEZ,C.C.,450758146,Premium,Bogotá,2022-07-08,{'telefono': '3269076238'},"['Credito', 'Cuenta Ahorros']",True,LUCIA FERNANDEZ
500374,2024-06-15,1025,Cuenta de Ahorros,14987283.0,COP,0,0,App,En proceso,Sin sucursal,14987283.0,Felipe  Cardenas,NIT,620931459,Premium,Bogotá,,,['Cuenta Ahorros'],False,Felipe  Cardenas
